book_id,book_name,rates,price
497,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91
498,South of Sunshine,1,28.93
499,Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,38.89
500,Silence in the Dark (Logan Point #4),3,58.33
501,Shadows of the Past (Logan Point #1),5,39.67
502,Roller Girl,5,14.1
503,Rising Strong,3,21.82
504,Proofs of God: Classical Arguments from Tertullian to Barth,1,54.21
505,Please Kill Me: The Uncensored Oral History of Punk,4,31.19
506,Out of Print: City Lights Spotlight No. 14,5,53.64
507,My Life Next Door (My Life Next Door ),5,36.39
508,Miller's Valley,2,58.54
509,Man's Search for Meaning,3,29.48
510,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,25.06
511,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,12.55
512,Les Fleurs du Mal,5,29.04
513,Left Behind (Left Behind #1),2,40.72
514,Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05
515,Kierkegaard: A Christian Missionary to Christians,1,47.13
516,John Vassos: Industrial Design for Modern Life,4,20.22
517,I'll Give You the Sun,1,56.48
518,I Will Find You,1,44.21
519,Hystopia: A Novel,4,21.96
520,Howl and Other Poems,2,40.45
521,History of Beauty,4,10.29
522,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86
523,Future Shock (Future Shock #1),5,55.65
524,Ender's Game (The Ender Quintet #1),1,43.64
525,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41
526,Death by Leisure: A Cautionary Tale,4,37.51
527,Brilliant Beacons: A History of the American Lighthouse,3,11.45
528,Brazen: The Courage to Find the You That's Been Hiding,2,19.22
529,Between the World and Me,4,56.91
530,Being Mortal: Medicine and What Matters in the End,4,55.06
531,"A Murder Over a Girl: Justice, Gender, Junior High",3,13.2
532,32 Yolks,2,53.63
533,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48
534,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08
535,Wildlife of New York: A Five-Borough Coloring Book,2,22.14
536,What Happened on Beale Street (Secrets of the South Mysteries #2),5,25.37
537,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33
538,Under the Tuscan Sun,3,37.33
539,Toddlers Are A**holes: It's Not Your Fault,1,25.55
540,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,34.72
541,The Whale,4,35.96
542,The Story of Art,4,41.14
543,The Origin of Species,4,10.01
544,The Great Gatsby,4,36.05
545,The Good Girl,3,49.03
546,The Glass Castle,1,16.24
547,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55
548,The Drowning Girls,3,35.67
549,The Constant Princess (The Tudor Court #1),3,16.62
550,The Bourne Identity (Jason Bourne #1),4,42.78
551,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,52.3
552,The Art Book,2,32.34
553,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,33.17
554,Team of Rivals: The Political Genius of Abraham Lincoln,5,20.12
555,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9
556,"Sit, Stay, Love",3,20.9
557,Sister Dear,4,40.2
558,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,52.87
559,"Rich Dad, Poor Dad",1,51.74
560,Raymie Nightingale,2,34.41
561,Playing from the Heart,1,32.38
562,Nightstruck: A Novel,4,50.35
563,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38
564,Meternity,3,43.58
565,Memoirs of a Geisha,3,49.67
566,Like Never Before (Walker Family #2),2,28.77
567,Life of Pi,4,13.22
568,Leave This Song Behind: Teen Poetry at Its Best,5,51.17
569,King's Folly (The Kinsman Chronicles #1),5,39.61
570,John Adams,4,57.43
571,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01
572,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25
573,Good in Bed (Cannie Shapiro #1),5,37.05
574,"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57
575,For the Love: Fighting for Grace in a World of Impossible Standards,3,45.13
576,Finding God in the Ruins: How God Redeems Pain,2,46.64
577,Every Heart a Doorway (Every Heart A Doorway #1),5,12.16
578,Delivering the Truth (Quaker Midwife Mystery #1),4,20.89
579,Counted With the Stars (Out from Egypt #1),5,17.97
580,"Chronicles, Vol. 1",2,52.6
581,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77
582,Benjamin Franklin: An American Life,3,48.19
583,"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,29.93
584,A Summer In Europe,2,44.34
585,A Short History of Nearly Everything,5,52.4
586,A Gathering of Shadows (Shades of Magic #2),4,44.81
587,The Sound Of Love,5,57.84
588,The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67
589,The Perks of Being a Wallflower,3,55.02
590,The Mysterious Affair at Styles (Hercule Poirot #1),4,24.8
591,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,59.45
592,The Makings of a Fatherless Child,2,31.58
593,The Joy of Cooking,4,43.27
594,The Invention of Wings,1,37.34
595,The Hobbit (Middle-Earth Universe),5,17.8
596,The Great Railway Bazaar,1,30.54
597,The Golden Compass (His Dark Materials #1),1,18.77
598,The God Delusion,3,46.85
599,The Girl You Left Behind (The Girl You Left Behind #1),1,15.79
600,The Fellowship of the Ring (The Lord of the Rings #1),2,10.27
601,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42
602,The Barefoot Contessa Cookbook,5,59.92
603,Tell the Wolves I'm Home,2,50.96
604,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,30.6
605,Pride and Prejudice,4,19.27
606,Musicophilia: Tales of Music and the Brain,1,46.58
607,Mere Christianity,3,48.51
608,Me Before You (Me Before You #1),1,19.02
609,In the Woods (Dublin Murder Squad #1),2,38.38
610,In Cold Blood,4,49.98
611,How to Stop Worrying and Start Living,5,46.49
612,Give It Back,2,18.32
613,"Girl, Interrupted",3,42.14
614,Fun Home: A Family Tragicomic,4,56.59
615,"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96
616,Deception Point,4,40.32
617,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39
618,Catherine the Great: Portrait of a Woman,4,58.55
619,Better Homes and Gardens New Cook Book,3,39.61
620,An Unquiet Mind: A Memoir of Moods and Madness,3,21.3
621,A Year in Provence (Provence #1),4,56.88
622,World Without End (The Pillars of the Earth #2),4,32.97
623,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31
624,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67
625,Where She Went (If I Stay #2),4,41.73
626,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,53.68
627,Two Summers,1,14.64
628,This Is Your Brain on Music: The Science of a Human Obsession,1,38.4
629,The Secret Garden,4,15.08
630,The Raven King (The Raven Cycle #4),2,30.57
631,The Raven Boys (The Raven Cycle #1),4,57.74
632,The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05
633,The Metamorphosis,1,28.58
634,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91
635,The Little Paris Bookshop,3,24.73
636,The Hiding Place,4,55.91
637,The Grand Design,3,13.76
638,The Firm,3,45.56
639,The Fault in Our Stars,1,47.22
640,The False Prince (The Ascendance Trilogy #1),5,56
641,The Expatriates,2,44.58
642,The Dream Thieves (The Raven Cycle #2),1,34.5
643,The Darkest Corners,5,11.33
644,The Crossover,4,38.77
645,The 5th Wave (The 5th Wave #1),2,11.83
646,Tell the Wind and Fire,3,45.51
647,Tell Me Three Things,1,41.81
648,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15
649,Siddhartha,5,34.22
650,Shiver (The Wolves of Mercy Falls #1),5,16.23
651,Remember Me?,3,11.48
652,Red Dragon (Hannibal Lecter #1),3,23.37
653,Peak: Secrets from the New Science of Expertise,2,16.28
654,My Mother Was Nuts,4,31.63
655,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91
656,Maybe Something Beautiful: How Art Transformed a Neighborhood,1,22.54
657,Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63
658,Logan Kade (Fallen Crest High #5.5),2,13.12
659,Last One Home (New Beginnings #1),3,59.98
660,Killing Floor (Jack Reacher #1),4,31.49
661,Kill the Boy Band,5,15.52
662,Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13
663,If I Stay (If I Stay #1),5,38.13
664,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55
665,Harry Potter and the Deathly Hallows (Harry Potter #7),1,23.32
666,"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33
667,Foundation (Foundation (Publication Order) #1),1,32.42
668,Fool Me Once,1,16.96
669,Find Her (Detective D.D. Warren #8),1,22.37
670,Evicted: Poverty and Profit in the American City,1,42.27
671,Drama,2,38.7
672,Dracula the Un-Dead,5,35.63
673,Digital Fortress,5,58
674,"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41
675,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35
676,Critique of Pure Reason,1,20.75
677,Booked,5,17.49
678,"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13
679,Approval Junkie: Adventures in Caring Too Much,5,58.81
680,An Abundance of Katherines,5,10
681,America's War for the Greater Middle East: A Military History,2,51.22
682,Alight (The Generations Trilogy #2),4,58.59
683,A Girl's Guide to Moving On (New Beginnings #2),1,31.3
684,A Game of Thrones (A Song of Ice and Fire #1),2,46.42
685,A Feast for Crows (A Song of Ice and Fire #4),4,17.21
686,A Clash of Kings (A Song of Ice and Fire #2),3,10.79
687,Vogue Colors A to Z: A Fashion Coloring Book,4,52.35
688,The Shining (The Shining #1),3,27.88
689,The Pilgrim's Progress,2,50.26
690,The Perfect Play (Play by Play #1),3,59.99
691,The Passion of Dolssa,5,28.32
692,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71
693,The Hunger Games (The Hunger Games #1),5,29.85
694,The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82
695,The Gunning of America: Business and the Making of American Gun Culture,4,16.81
696,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23
697,The Demonists (Demonist #1),2,52.11
698,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88
699,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71
700,The Beast (Black Dagger Brotherhood #14),5,46.08
701,Some Women,5,13.73
702,Shopaholic Ties the Knot (Shopaholic #3),5,48.39
703,Paper and Fire (The Great Library #2),5,49.45
704,Outlander (Outlander #1),5,19.67
705,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36
706,No One Here Gets Out Alive,5,20.02
707,Night Shift (Night Shift #1-20),4,12.75
708,Needful Things,4,47.51
709,Mockingjay (The Hunger Games #3),4,20.44
710,Misery,2,34.79
711,Little Women (Little Women #1),4,28.07
712,It,3,25.01
713,Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9
714,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17
715,Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63
716,Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75
717,Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74
718,Gone with the Wind,3,32.49
719,God Is Not Great: How Religion Poisons Everything,1,27.8
720,Girl With a Pearl Earring,1,26.77
721,"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44
722,Far From True (Promise Falls Trilogy #2),2,34.93
723,Dark Lover (Black Dagger Brotherhood #1),1,12.87
724,Confessions of a Shopaholic (Shopaholic #1),2,48.94
725,Changing the Game (Play by Play #2),3,13.38
726,Candide,3,58.63
727,Can You Keep a Secret?,1,21.94
728,Atlas Shrugged,5,26.58
729,Animal Farm,3,57.22
730,A Walk to Remember,1,56.43
731,A New Earth: Awakening to Your Life's Purpose,5,55.65
732,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62
733,'Salem's Lot,4,49.56
734,Zero History (Blue Ant #3),1,34.77
735,Wuthering Heights,3,17.73
736,World War Z: An Oral History of the Zombie War,1,21.8
737,Wild: From Lost to Found on the Pacific Crest Trail,3,46.02
738,"Where'd You Go, Bernadette",1,18.13
739,When You Are Engulfed in Flames,5,30.89
740,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95
741,We Are All Completely Beside Ourselves,1,24.04
742,Walk the Edge (Thunder Road #2),3,32.36
743,Voyager (Outlander #3),5,21.07
744,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66
745,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66
746,"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09
747,Under the Banner of Heaven: A Story of Violent Faith,1,30
748,Two Boys Kissing,2,32.74
749,Twilight (Twilight #1),2,41.93
750,Twenties Girl,2,42.8
751,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51
752,Three-Martini Lunch,3,23.21
753,"Thinking, Fast and Slow",1,21.14
754,The Wild Robot,3,56.07
755,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41
756,The Undomestic Goddess,4,45.75
757,The Travelers,1,15.77
758,The Tipping Point: How Little Things Can Make a Big Difference,2,10.02
759,The Thing About Jellyfish,1,48.77
760,The Stand,2,57.86
761,The Smitten Kitchen Cookbook,1,23.59
762,The Silkworm (Cormoran Strike #2),5,23.05
763,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55
764,The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64
765,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,23.21
766,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57
767,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92
768,The Rest Is Noise: Listening to the Twentieth Century,1,34.77
769,The Red Tent,5,35.66
770,The Purpose Driven Life: What on Earth Am I Here for?,3,37.19
771,The Purest Hook (Second Circle Tattoos #3),1,12.25
772,The Picture of Dorian Gray,2,29.7
773,The Paris Wife,3,36.8
774,The Obsession,1,45.43
775,The Nightingale,4,26.26
776,The New Guy (and Other Senior Year Distractions),3,44.92
777,The Nanny Diaries (Nanny #1),5,52.53
778,The Name of God is Mercy,2,37.25
779,The Maze Runner (The Maze Runner #1),1,20.93
780,The Lover's Dictionary,2,58.09
781,The Lonely Ones,5,43.59
782,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92
783,The Last Painting of Sara de Vos,2,55.55
784,"The Land of 10,000 Madonnas",4,29.64
785,The Infinities,1,27.41
786,The Husband's Secret,5,52.51
787,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,47.8
788,The Guns of August,2,14.54
789,The Guernsey Literary and Potato Peel Pie Society,1,49.53
790,The Goldfinch,3,43.58
791,The Giver (The Giver Quartet #1),1,12.3
792,The Girl with All the Gifts,3,49.47
793,The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14
794,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,57.48
795,The Exiled,3,43.45
796,"The End of Faith: Religion, Terror, and the Future of Reason",4,22.13
797,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03
798,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35
799,The Devil Wears Prada (The Devil Wears Prada #1),1,44.29
800,The Demon-Haunted World: Science as a Candle in the Dark,4,52.25
801,The Day the Crayons Came Home (Crayons),5,26.33
802,The Da Vinci Code (Robert Langdon #2),2,22.96
803,The Cuckoo's Calling (Cormoran Strike #1),1,19.21
804,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78
805,The Complete Poems,5,41.32
806,The Catcher in the Rye,1,24.55
807,The Cat in the Hat (Beginner Books B-1),2,16.26
808,The Case for Christ (Cases for Christianity),1,47.84
809,The Book Thief,2,53.49
810,The Book of Basketball: The NBA According to The Sports Guy,5,44.84
811,The Blind Side: Evolution of a Game,5,53.71
812,The Autobiography of Malcolm X,2,23.43
813,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32
814,The Art of Fielding,1,22.1
815,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83
816,Stiff: The Curious Lives of Human Cadavers,3,36.74
817,Spilled Milk: Based on a True Story,1,49.51
818,Something Borrowed (Darcy & Rachel #1),5,48.96
819,Something Blue (Darcy & Rachel #2),1,54.62
820,Soldier (Talon #3),2,24.72
821,Shopaholic & Baby (Shopaholic #5),2,46.45
822,Seven Days in the Art World,2,52.33
823,Seven Brief Lessons on Physics,4,30.6
824,Scarlet (The Lunar Chronicles #2),4,14.57
825,Sarah's Key,1,46.29
826,"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57
827,Running with Scissors,4,12.91
828,Rogue Lawyer (Rogue Lawyer #1),3,50.11
829,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67
830,Rework,2,44.88
831,Reservations for Two,3,11.1
832,Red: The True Story of Red Riding Hood,3,28.54
833,Ready Player One,4,19.07
834,Quiet: The Power of Introverts in a World That Can't Stop Talking,1,43.55
835,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63
836,Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13
837,Packing for Mars: The Curious Science of Life in the Void,2,56.68
838,Outliers: The Story of Success,1,14.16
839,Original Fake,3,31.45
840,Orange Is the New Black,2,24.61
841,One for the Money (Stephanie Plum #1),2,32.87
842,Notes from a Small Island (Notes From a Small Island #1),1,40.17
843,Night (The Night Trilogy #1),1,13.51
844,Neither Here nor There: Travels in Europe,3,38.95
845,Naked,3,31.69
846,Morning Star (Red Rising #3),1,29.4
847,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83
848,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46
849,Me Talk Pretty One Day,2,57.6
850,Manuscript Found in Accra,2,34.98
851,Lust & Wonder,2,11.87
852,Lila (Gilead #3),3,12.47
853,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26
854,Life Without a Recipe,5,59.04
855,Life After Life,2,26.13
856,Letter to a Christian Nation,1,22.2
857,Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11
858,Legend (Legend #1),4,43.69
859,"Lean In: Women, Work, and the Will to Lead",1,25.02
860,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.5
861,Lady Renegades (Rebel Belle #3),5,53.04
862,Jurassic Park (Jurassic Park #1),1,44.97
863,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38
864,Is Everyone Hanging Out Without Me? (And Other Concerns),3,20.11
865,Into the Wild,5,56.7
866,Inferno (Robert Langdon #4),5,41
867,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85
868,If I Run (If I Run #1),4,49.97
869,I've Got Your Number,1,19.69
870,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88
871,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14
872,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7
873,House of Leaves,1,54.89
874,Horrible Bear!,2,37.52
875,Holidays on Ice,2,51.07
876,Heir to the Sky,4,44.07
877,Green Eggs and Ham (Beginner Books B-16),4,10.79
878,"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72
879,Gratitude,5,26.66
880,Gone Girl,5,37.6
881,Golden (Heart of Dread #3),4,42.21
882,Girl in the Blue Coat,2,46.83
883,"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17
884,"Friday Night Lights: A Town, a Team, and a Dream",3,51.22
885,Fire Bound (Sea Haven/Sisters of the Heart #5),4,21.28
886,Fifty Shades Freed (Fifty Shades #3),5,15.36
887,Fellside,1,38.62
888,Extreme Prey (Lucas Davenport #26),3,25.4
889,Eragon (The Inheritance Cycle #1),3,43.87
890,Eclipse (Twilight #3),1,18.74
891,Dune (Dune #1),1,54.86
892,Dracula,3,52.62
893,Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48
894,Disrupted: My Misadventure in the Start-Up Bubble,5,15.28
895,Dead Wake: The Last Crossing of the Lusitania,5,39.24
896,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,17.81
897,Darkfever (Fever #1),1,56.02
898,Dark Places,5,23.9
899,Crazy Rich Asians (Crazy Rich Asians #1),5,49.13
900,Counting Thyme,1,10.62
901,Cosmos,2,36.17
902,Civilization and Its Discontents,2,59.95
903,Cinder (The Lunar Chronicles #1),1,26.09
904,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35
905,Career of Evil (Cormoran Strike #3),2,24.72
906,Breaking Dawn (Twilight #4),5,35.28
907,Brave Enough,5,51.32
908,Boy Meets Boy,3,21.12
909,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35
910,Blink: The Power of Thinking Without Thinking,5,21.74
911,Black Flags: The Rise of ISIS,1,40.87
912,"Black Butler, Vol. 1 (Black Butler #1)",1,49.31
913,Big Little Lies,1,22.11
914,Between Shades of Gray,5,20.79
915,Best of My Love (Fool's Gold #20),2,27.41
916,Beowulf,2,38.35
917,Beautiful Creatures (Caster Chronicles #1),5,21.55
918,Awkward,2,38.02
919,Ash,4,22.06
920,Are We There Yet?,3,10.66
921,Are We Smart Enough to Know How Smart Animals Are?,1,56.58
922,Annie on My Mind,5,36.83
923,And Then There Were None,2,35.01
924,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48
925,A Visit from the Goon Squad,5,14.08
926,A Storm of Swords (A Song of Ice and Fire #3),2,31.22
927,A Heartbreaking Work of Staggering Genius,5,54.29
928,8 Keys to Mental Health Through Exercise,1,31.04
929,#GIRLBOSS,1,50.96
930,"The Suffragettes (Little Black Classics, #96)",2,11.89
931,The Sense of an Ending,3,31.38
932,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81
933,The Course of Love,3,16.78
934,Sugar Rush (Offensive Line #2),1,24.42
935,"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75
936,"Run, Spot, Run: The Ethics of Keeping Pets",1,20.02
937,New Moon (Twilight #2),4,12.86
938,Life,5,31.58
939,Kindle Paperwhite User's Guide,3,34
940,H is for Hawk,5,57.42
941,Girl Online On Tour (Girl Online #2),1,53.47
942,"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64
943,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,52.88
944,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51
945,While You Were Mine,5,41.32
946,Where Lightning Strikes (Bleeding Stars #3),3,39.77
947,When I'm Gone,3,51.96
948,Ways of Seeing,5,39.51
949,"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.4
950,Vampire Girl (Vampire Girl #1),2,53.82
951,Twenty Love Poems and a Song of Despair,4,30.95
952,Travels with Charley: In Search of America,5,57.82
953,Three Wishes (River of Time: California #1),2,44.18
954,This One Moment (Pushing Limits #1),1,48.71
955,The Zombie Room,5,19.69
956,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52
957,The Tumor,5,41.56
958,The Story of Hong Gildong,4,43.19
959,The Silent Wife,5,12.34
960,The Silent Twin (Detective Jennifer Knight #3),3,36.25
961,The Selfish Gene,1,29.45
962,The Secret Healer,3,34.56
963,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12
964,The Republic,3,33.78
965,The Odyssey,3,29.64
966,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,57.7
967,The Nicomachean Ethics,1,36.34
968,The Name of the Wind (The Kingkiller Chronicle #1),3,50.59
969,The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38
970,The Little Prince,2,45.42
971,The Light of the Fireflies,1,54.43
972,The Last Girl (The Dominion Trilogy #1),2,36.26
973,The Iliad,1,16.16
974,The Hook Up (Game On #1),5,36.29
975,The Haters,5,27.89
976,The Girl You Lost,5,12.29
977,The Girl In The Ice (DCI Erika Foster #1),3,15.85
978,The End of the Jesus Era (An Investigation #1),1,14.4
979,The Edge of Reason (Bridget Jones #2),4,19.18
980,The Complete Maus (Maus #1-2),3,10.64
981,The Communist Manifesto,3,14.76
982,The Bhagavad Gita,3,57.49
983,The Bette Davis Club,3,30.66
984,The Art of Not Breathing,4,40.83
985,Taking Shots (Assassins #1),2,18.88
986,Starlark,3,25.83
987,"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12
988,Sister Sable (The Mad Queen #1),3,13.33
989,Shatter Me (Shatter Me #1),1,42.4
990,Shameless,3,58.35
991,Shadow Rites (Jane Yellowrock #10),4,21.72
992,Settling the Score (The Summer Games #1),2,44.91
993,Sense and Sensibility,1,37.46
994,"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48
995,"Rhythm, Chord & Malykhin",2,28.34
996,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96
997,Paradise Lost (Paradise #1),1,24.96
998,"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71
999,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87
1000,Origins (Alphas 0.5),1,28.99
1001,One Second (Seven #7),2,52.94
1002,On the Road (Duluoz Legend),3,32.36
1003,Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66
1004,Off Sides (Off #1),5,39.45
1005,Of Mice and Men,2,47.11
1006,Myriad (Prentor #1),4,58.75
1007,My Perfect Mistake (Over the Top #1),2,38.92
1008,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39
1009,Meditations,2,25.89
1010,Matilda,1,28.34
1011,Lost Among the Living,4,27.7
1012,Lord of the Flies,3,24.89
1013,Listen to Me (Fusion #1),3,58.99
1014,Kitchens of the Great Midwest,5,57.2
1015,Jane Eyre,5,38.43
1016,Imperfect Harmony,4,34.74
1017,Icing (Aces Hockey #2),4,40.44
1018,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24
1019,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96
1020,"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76
1021,"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28
1022,Frankenstein,2,38
1023,Forever Rockers (The Rocker #12),3,28.8
1024,Fighting Fate (Fighting #6),3,39.24
1025,Emma,2,32.93
1026,"Eat, Pray, Love",3,51.32
1027,Deep Under (Walker Security #1),5,47.09
1028,Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42
1029,Charlie and the Chocolate Factory (Charlie Bucket #1),3,22.85
